LON,LAT,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
120.4,23.3,0.0357,0.0229,6.8138,0.0147,0.015,0.0258,1.1973,0.0275,0.0402,0.0146,0.0164,0.0121,0.0114,11.5458,0.0417,16.8303,18.151,0.034,0.1221,0.0447,24.1383,117.5125,3.0431,73.0307,29.0463,45.321,13.6896,0.0576,17.0644,7.1899,11.3409,72.9723,21.763,5.4286,3.8798,33.3025,0.1153,0.0893,0.0439,1.3396,0.0161,0.0181,8.1726,0.0138,0.0079,0.0249,0.0044,3.6495,0.0007,15.758,0.0092,0.0033
120.4,23.35,0.0382,0.0249,6.966,0.0142,0.0178,0.0275,1.4536,0.029,0.0397,0.0143,0.0148,0.0126,0.0136,14.3786,0.0507,21.8784,23.6694,0.0325,0.1192,0.04,30.6752,116.2083,2.8309,64.2546,27.4677,45.8249,16.9208,0.0573,12.0623,9.1023,14.0931,79.1723,21.8576,5.8349,3.9475,33.7372,1.3418,0.1024,0.049,0.0574,0.0178,0.0247,9.1304,0.0149,0.0085,0.03,0.0049,4.4076,0.0009,19.5673,0.0123,0.0045
120.4,23.4,0.0277,0.0183,7.8887,0.0093,0.0224,0.0313,1.793,0.0326,0.0387,0.0138,0.0131,0.0128,0.0178,11.981,0.0673,17.3112,24.6789,0.0329,0.1228,0.0383,30.2126,102.2517,2.907,58.1642,28.7729,39.979,12.9701,0.0476,4.9898,8.4089,11.5098,78.8832,16.152,3.9218,2.8013,21.9913,0.1442,0.0964,0.0447,0.0568,0.0164,0.0292,10.8557,0.0112,0.0064,0.025,0.0039,5.9872,0.0011,19.5979,0.0148,0.0054
120.45,22.95,0.0171,0.0098,5.5047,0.0152,0.0091,0.0175,0.0703,0.0214,0.0116,0.0051,0.0081,0.006,0.0051,11.4778,0.0194,16.1335,4.0182,0.028,0.0721,0.0687,22.1545,141.0588,8.1265,98.2442,40.5249,41.7124,6.4211,1.6109,63.73,6.7933,6.8735,56.9904,33.6362,11.0625,11.8667,44.2055,0.1713,1.3384,0.1051,16.9462,0.1049,0.0466,4.39,0.0144,0.0059,0.0074,0.0027,0.0638,0.0003,14.9358,0.0087,0.0017
120.45,23,0.0187,0.0112,5.5817,0.015,0.0093,0.0177,0.0718,0.0214,0.0181,0.0077,0.0118,0.0087,0.0081,12.3753,0.0309,20.2555,5.5372,0.0297,0.0796,0.0663,17.8496,152.9503,7.2503,91.7621,37.5192,40.2875,7.2877,1.1024,71.6717,6.0824,7.3675,59.9965,33.8427,11.9337,12.7255,45.4005,0.1788,1.0934,0.1022,16.641,0.099,0.0502,3.7664,0.008,0.0028,0.0034,0.0013,0.1086,0.0006,11.2654,0.0135,0.003
120.45,23.05,0.0271,0.0168,5.6906,0.0197,0.0126,0.0234,0.0956,0.028,0.0165,0.0068,0.01,0.0073,0.0046,11.4243,0.0176,17.7544,6.5464,0.0299,0.083,0.0609,15.2398,144.4713,6.653,89.8572,37.0781,41.0414,8.0676,0.1253,60.259,5.6343,7.7837,63.2033,32.5796,11.1747,11.616,43.9685,1.3521,1.1458,0.0979,15.1955,0.0889,0.0516,3.1969,0.0102,0.0045,0.0063,0.0022,1.2228,0.0005,11.1393,0.0108,0.0028
120.45,23.1,0.0152,0.0098,5.0109,0.0101,0.0067,0.0106,0.0437,0.0126,0.016,0.0064,0.009,0.0065,0.0037,10.9703,0.0141,15.9904,9.5822,0.0293,0.0838,0.0544,14.734,137.2192,6.0809,79.5873,30.639,39.5975,8.5987,0.0715,46.7239,5.2233,7.7594,62.2618,30.4796,9.435,9.1484,43.84,1.1599,0.1428,0.0758,12.0711,0.0553,0.0369,3.2451,0.0148,0.0068,0.0112,0.0035,1.849,0.0004,12.5792,0.0065,0.0018
120.45,23.15,0.015,0.0099,5.5971,0.0091,0.008,0.0184,0.0771,0.0217,0.0245,0.0094,0.0128,0.0092,0.0083,9.5763,0.0316,20.7831,10.6235,0.0326,0.0959,0.0552,18.7035,143.7755,6.1193,88.4411,35.8501,43.1687,11.1411,0.0817,40.0158,6.948,10.6743,70.6426,29.6804,10.0352,9.2077,47.4306,1.855,0.1502,0.0784,8.9094,0.0379,0.0293,4.3658,0.0279,0.0134,0.0251,0.0071,2.8067,0.0008,14.3815,0.0123,0.0039
120.45,23.2,0.0196,0.0132,6.8049,0.0108,0.0076,0.0156,0.0657,0.0181,0.0194,0.0072,0.0094,0.0067,0.01,7.8058,0.0384,20.5668,13.2828,0.0289,0.0869,0.0455,22.4061,135.405,5.2502,80.5993,33.2529,45.3385,14.9303,0.0543,33.3634,8.35,13.8312,81.9433,28.3665,10.3139,8.058,46.9491,2.4249,0.1245,0.0637,5.6566,0.0193,0.0175,5.5238,0.0202,0.0102,0.0216,0.0056,3.14,0.0007,14.2934,0.0098,0.0035
120.45,23.25,0.0409,0.0282,7.116,0.0206,0.0151,0.0289,1.1209,0.0332,0.0435,0.0158,0.0195,0.0137,0.01,9.6986,0.0382,21.024,17.4934,0.04,0.1233,0.0598,27.8849,132.3454,4.797,75.5023,32.0461,47.9694,18.2659,0.0914,30.1319,10.2788,16.4913,76.4784,30.3563,10.0007,7.7126,47.1467,3.7649,0.2481,0.1243,5.0746,0.025,0.0266,10.4863,0.0222,0.0118,0.0279,0.0066,4.3722,0.001,15.1438,0.0121,0.0047
120.45,23.3,0.035,0.0246,7.4028,0.0161,0.0155,0.0298,1.1717,0.0339,0.0442,0.0156,0.0183,0.0142,0.0125,11.0784,0.048,21.945,17.2251,0.0508,1.0501,0.0721,27.9192,127.9734,4.4792,64.0177,30.054,44.6589,18.776,0.0938,22.1776,9.4693,15.301,79.8938,26.5622,9.3465,6.5301,42.6457,4.7514,1.0314,0.1149,4.2332,0.037,0.0473,10.6074,0.0231,0.0124,0.0326,0.0072,4.3354,0.0009,17.986,0.0108,0.0044
120.45,23.35,0.0342,0.0244,7.4054,0.0144,0.0168,0.0291,1.5076,0.0328,0.052,0.018,0.0199,0.0175,0.0168,10.1482,0.0646,17.6415,17.9143,0.0442,1.9771,0.0596,29.5486,110.4201,4.288,54.4213,30.674,41.3213,20.5096,0.0741,15.7091,10.2755,16.9967,87.6702,25.1894,10.1969,7.38,33.3554,5.6929,0.1696,0.0807,2.3816,0.0228,0.0356,8.8922,0.0164,0.0089,0.0257,0.0054,4.419,0.001,19.3028,0.0115,0.0047
120.45,23.4,0.0392,0.0285,7.5192,0.0151,0.0145,0.0228,1.3082,0.0253,0.04,0.0135,0.0141,0.0141,0.0118,13.4603,0.0455,19.4143,20.5017,0.0349,0.1134,0.0447,28.8409,107.1039,3.0924,58.0977,30.7863,38.4395,16.9487,0.0527,8.0074,9.0411,14.4579,77.2303,19.3419,7.4514,5.2622,24.59,3.7399,0.1676,0.0773,0.0696,0.0202,0.0398,6.5734,0.0118,0.0064,0.0204,0.004,6.8795,0.0011,21.5913,0.0118,0.0048
120.5,23,0.0177,0.0113,7.9344,0.0149,0.0096,0.0179,0.0671,0.0229,0.0241,0.0109,0.0153,0.012,0.0061,13.2171,0.027,18.8707,5.538,0.0398,0.0984,0.0868,20.5918,159.4969,7.6667,96.9818,39.7063,43.3058,10.5698,1.662,67.2812,8.0049,10.2398,61.3846,39.135,13.7707,13.5914,48.6918,3.4576,2.5462,0.1092,16.5385,0.0719,0.0418,4.2515,0.0198,0.0078,0.0091,0.004,0.101,0.0006,12.4658,0.0137,0.0033
120.5,23.05,0.0257,0.017,6.6233,0.0197,0.0132,0.0253,0.0961,0.0321,0.0239,0.0104,0.0142,0.011,0.0071,12.6634,0.0305,20.2036,6.9562,0.0469,0.119,0.0933,17.6014,149.5523,6.8025,95.7209,38.8044,43.0547,11.0394,0.1166,61.1044,6.901,10.2126,64.3101,35.5854,13.405,12.6639,46.9043,3.6499,2.4798,0.1234,16.4861,0.0984,0.0653,5.0575,0.0163,0.0067,0.0084,0.0036,1.3825,0.0007,12.6549,0.0137,0.0037
120.5,23.1,0.0184,0.0126,5.4166,0.013,0.0089,0.0173,0.0667,0.0218,0.0237,0.01,0.0131,0.0101,0.0068,11.7658,0.0287,19.776,9.8834,0.0432,0.1122,0.0801,16.4831,155.1374,6.382,92.9616,35.1934,41.8049,11.6846,0.1127,54.3625,6.9419,10.784,65.7871,32.9866,12.1949,9.7609,42.0681,2.8689,1.321,0.0929,13.9735,0.0885,0.0674,3.9997,0.03,0.0129,0.0186,0.007,1.7895,0.0007,15.9508,0.0116,0.0035
120.5,23.15,0.0243,0.0171,6.1955,0.0157,0.0111,0.0199,0.0776,0.0247,0.0321,0.0129,0.0166,0.0125,0.0067,10.3867,0.028,21.7834,10.8004,0.0417,0.1105,0.0732,20.641,155.353,7.3441,85.5759,37.5031,43.705,14.2591,0.092,42.3003,8.8643,12.4767,80.6352,33.3297,12.4739,8.8314,45.5235,3.6774,1.4404,0.0928,10.5811,0.0552,0.0485,4.9946,0.0248,0.0112,0.0184,0.0063,2.655,0.0006,13.3353,0.0086,0.0028
120.5,23.2,0.0261,0.0188,7.6939,0.0155,0.0137,0.0258,0.1023,0.0318,0.0283,0.011,0.0136,0.0101,0.0114,8.8858,0.0467,23.5668,11.7664,0.0489,0.1321,0.0816,25.1277,157.8221,6.803,92.9132,36.5507,45.3805,18.2503,0.0671,40.8709,9.7815,15.9999,94.2073,30.9434,12.0628,7.6125,47.364,4.4927,1.9165,0.1045,8.4766,0.0493,0.0504,5.6773,0.0175,0.0084,0.0154,0.0048,3.1727,0.0008,15.5042,0.0108,0.0039
120.5,23.25,0.0267,0.0197,6.3678,0.0146,0.0153,0.0273,0.11,0.0333,0.0344,0.0129,0.0155,0.0113,0.0104,9.5135,0.0419,22.4817,16.7853,0.0617,1.1289,0.0979,29.0154,147.3364,6.0478,80.2794,33.8867,49.5292,20.8586,0.1092,31.8161,11.5304,16.9235,91.8396,29.8709,12.9418,7.4673,37.8708,6.5651,2.018,0.1311,4.3397,0.0428,0.0514,6.3736,0.0159,0.008,0.0163,0.0047,3.0041,0.0006,15.5893,0.0071,0.0028
120.5,23.3,0.0378,0.0285,8.1186,0.019,0.0149,0.0208,1.4119,0.025,0.05,0.0181,0.021,0.0169,0.016,10.3916,0.0638,24.1999,21.894,0.0716,2.6036,0.1083,33.2757,122.1556,6.245,74.7126,33.5343,50.5838,24.4066,0.137,27.7124,12.3382,21.2971,95.1724,31.1665,15.717,10.7451,44.0649,10.8644,3.4179,0.1898,5.9084,0.0658,0.0941,11.3775,0.0342,0.0175,0.0391,0.0107,4.622,0.0015,18.5432,0.0156,0.0068
120.5,23.35,0.0397,0.0305,5.8419,0.0184,0.0149,0.0205,0.0841,0.024,0.0398,0.0139,0.0155,0.0141,0.0144,12.7938,0.0569,20.2082,18.7671,0.0527,1.6215,0.076,32.5502,102.7522,4.6823,57.582,29.9798,43.759,21.5425,0.0894,17.4564,11.3484,19.7349,81.5827,25.2474,12.3809,7.9041,32.4041,7.8805,1.7496,0.1272,2.8446,0.0455,0.0787,11.6851,0.0144,0.0075,0.0182,0.0047,6.8226,0.0011,19.5678,0.0108,0.0048
120.5,23.4,0.0326,0.0258,4.8879,0.0139,0.0148,0.0232,0.0955,0.0265,0.0566,0.0191,0.0205,0.0209,0.0177,11.614,0.0691,18.8012,16.6917,0.0613,0.1758,0.0844,28.4144,93.8212,2.9493,51.9607,28.9275,40.3577,18.3553,0.0633,10.5835,9.5719,16.9755,74.0604,20.3606,9.2092,5.5407,23.5622,5.3024,0.2086,0.0959,0.088,0.0256,0.0551,8.6669,0.015,0.0079,0.0208,0.005,6.4282,0.0017,17.1394,0.0166,0.0075
120.55,23.05,0.0165,0.0114,7.8046,0.0132,0.0093,0.0191,0.0652,0.0246,0.0263,0.012,0.0153,0.0125,0.0066,12.8743,0.0318,21.1727,9.4772,0.0525,0.1231,0.1065,20.1544,185.5407,6.9832,101.0792,38.7407,46.3546,11.4208,0.1291,62.0005,6.8489,10.1187,62.1572,34.6496,12.3973,10.073,42.2064,5.4147,2.3526,0.0945,12.4803,0.0669,0.0501,3.1384,0.0179,0.0069,0.0079,0.0039,1.2105,0.0006,15.2268,0.0114,0.0032
120.55,23.1,0.0243,0.0175,8.6805,0.0179,0.0127,0.0224,0.0772,0.0283,0.0292,0.0128,0.016,0.0128,0.0055,13.6012,0.024,22.4151,10.6631,0.0452,0.1076,0.087,18.8124,184.063,6.3375,100.7513,37.9152,47.8647,12.4431,0.0883,57.7788,7.0815,10.5726,61.2063,34.2441,11.7345,9.1486,45.8252,5.7602,2.7464,0.0726,8.7118,0.0599,0.0513,4.9876,0.0271,0.011,0.0142,0.0064,1.5246,0.0007,14.1999,0.0113,0.0035
120.55,23.15,0.0269,0.0199,6.4151,0.0183,0.0133,0.0179,0.0624,0.0222,0.0267,0.0112,0.0137,0.0108,0.0072,11.5981,0.0323,22.2183,12.1098,0.0506,1.0606,0.0926,21.9795,174.2525,6.5429,97.3492,36.9711,48.6943,13.7607,0.0753,41.7832,8.9468,11.6853,73.3516,30.6951,11.7744,7.8593,45.7121,5.424,1.9793,0.1188,7.5125,0.0365,0.036,3.2195,0.0276,0.0119,0.0172,0.007,2.206,0.0008,15.1302,0.011,0.0037
120.55,23.2,0.0196,0.0149,8.3367,0.0123,0.0132,0.0236,0.0828,0.0287,0.0297,0.0119,0.0143,0.011,0.0069,10.4252,0.0303,22.6438,11.4543,0.0493,0.9537,0.0859,22.8835,174.1294,6.0088,96.6628,34.3436,49.1954,16.0041,0.0936,34.8257,8.4748,13.0936,85.7774,26.6516,11.7653,6.0395,39.221,6.5492,2.0166,0.1128,7.9599,0.0355,0.0405,4.5307,0.0135,0.0062,0.0099,0.0037,2.769,0.0007,14.4968,0.0082,0.003
120.55,23.25,0.038,0.0297,7.505,0.0221,0.0171,0.0273,0.0969,0.0325,0.0378,0.0146,0.0171,0.0129,0.0116,10.8554,0.0493,22.7492,15.0362,0.068,1.2477,0.113,27.3595,161.1642,5.8521,87.8011,33.5143,52.3167,17.5136,0.0808,27.7584,9.8206,14.477,83.5795,25.9989,12.221,6.5661,36.6045,7.2945,2.6242,0.119,5.9397,0.0587,0.0783,7.2639,0.0223,0.0108,0.019,0.0067,4.3422,0.0016,12.5657,0.0178,0.0072
120.55,23.3,0.0402,0.0321,6.5816,0.0217,0.0183,0.0299,0.1071,0.0348,0.0514,0.0191,0.0217,0.018,0.0147,10.1437,0.0607,22.3321,16.4399,0.1064,2.494,0.1688,31.3115,155.272,5.417,77.2823,34.7939,49.6287,20.3627,0.129,23.538,11.2301,16.3774,95.9592,24.6033,13.0196,8.3052,37.9917,9.5421,3.1111,0.1809,5.6055,0.064,0.1008,9.1909,0.0254,0.0125,0.024,0.0079,5.5383,0.0018,19.9844,0.0183,0.008
120.55,23.35,0.0413,0.0336,7.0798,0.0206,0.0169,0.0232,0.0838,0.0263,0.0353,0.0126,0.014,0.013,0.0145,12.6471,0.0586,22.2804,19.4759,0.094,2.8648,0.1425,34.8464,125.0618,4.6361,62.9617,32.6679,49.5496,19.1487,0.0977,14.4603,9.7236,16.5719,74.3461,20.2768,11.3564,6.7151,29.5732,8.3466,1.9619,0.1726,3.6897,0.0498,0.0944,9.1967,0.0267,0.0134,0.0278,0.0086,6.6494,0.0022,21.8321,0.0203,0.0096
120.6,23.1,0.0282,0.0211,10.3399,0.0216,0.0157,0.0272,0.0815,0.0333,0.0286,0.013,0.0155,0.0129,0.009,16.1098,0.0456,24.8524,12.2849,0.0622,1.6939,0.1234,21.1583,200.2263,6.7085,106.1076,45.9767,53.1735,12.3469,0.1318,57.6733,8.1974,10.6431,70.3951,34.5208,12.0614,7.4955,50.6242,8.3495,3.5103,0.1439,13.4199,0.0921,0.088,4.7481,0.0506,0.0198,0.023,0.012,2.1216,0.001,14.6123,0.0154,0.0049
120.6,23.15,0.0274,0.0211,9.5972,0.0194,0.0145,0.023,0.0698,0.0276,0.0413,0.0179,0.0211,0.0172,0.0078,15.5091,0.0377,28.5918,14.5535,0.0801,1.9082,0.1514,24.4994,203.5775,6.6613,103.0863,41.7405,53.1987,14.132,0.1172,45.1216,8.2143,10.8744,81.431,30.654,12.0343,6.0757,46.2796,9.2146,2.8679,0.1199,13.8308,0.0737,0.0807,6.4138,0.0318,0.0132,0.017,0.0081,2.4947,0.0014,15.2663,0.0184,0.0064
120.6,23.2,0.0349,0.0278,9.7808,0.023,0.0218,0.038,0.1173,0.0448,0.0464,0.0192,0.0223,0.0177,0.0131,11.7463,0.0605,23.8507,12.7065,0.0727,2.2766,0.1311,23.9308,188.3875,7.1795,98.5072,38.791,55.5825,14.6966,0.1185,36.1574,8.456,12.5259,81.8126,25.282,12.2229,6.1037,37.0128,9.4659,3.2891,0.1446,8.0824,0.0879,0.1109,5.728,0.0316,0.014,0.0198,0.0088,3.5515,0.0017,16.2509,0.0198,0.0075
120.6,23.25,0.0354,0.0289,9.3161,0.0217,0.021,0.0349,0.1095,0.0404,0.0485,0.0192,0.0219,0.017,0.0171,11.6116,0.0759,23.7507,14.294,0.1114,2.0857,0.1921,25.8721,173.5421,5.7236,100.6237,33.6927,49.0842,15.1388,0.1175,25.1701,9.1924,12.7572,88.5145,21.7953,11.2189,6.1573,31.5324,8.4745,2.9795,0.1526,6.7993,0.104,0.1524,6.6634,0.0309,0.0146,0.0223,0.0092,5.4241,0.0022,15.3208,0.0235,0.0096
120.65,23.15,0.0172,0.0138,12.3096,0.0127,0.0096,0.0168,0.0452,0.0196,0.0294,0.013,0.0149,0.0125,0.0067,15.9049,0.0342,25.2988,12.5178,0.0654,1.4461,1.0547,17.8957,221.8609,6.1607,107.8105,38.3186,53.7505,10.7746,0.0815,36.0614,5.4957,9.2811,71.5635,24.4924,10.683,4.6294,35.2425,8.8913,2.52,0.0991,10.5516,0.069,0.0832,4.6056,0.023,0.0093,0.0106,0.0059,2.7616,0.0011,16.1731,0.0137,0.0049
120.65,23.2,0.0258,0.0213,11.4131,0.0177,0.0137,0.0207,0.057,0.0238,0.028,0.0118,0.0134,0.011,0.0091,13.965,0.0442,26.5107,13.627,0.0781,2.4864,1.5875,21.7634,208.5801,6.1792,106.2639,36.0624,51.2461,12.3569,0.0875,27.8683,6.9573,11.9451,76.6526,22.3027,12.0874,5.3633,32.4893,10.2657,3.0524,0.1304,6.7509,0.0538,0.0744,4.5096,0.0225,0.0097,0.0121,0.0063,3.6491,0.0012,17.0033,0.0135,0.0052
120.65,23.25,0.0302,0.0256,11.8819,0.0194,0.0194,0.0317,0.089,0.0358,0.039,0.0157,0.0177,0.014,0.0145,10.8628,0.067,24.6823,12.5803,0.1151,2.2397,1.1521,25.5225,172.4325,5.5966,96.0865,33.5536,44.7747,13.8248,0.0961,22.239,7.5398,11.7154,66.7003,19.1511,10.8837,6.3154,27.1583,10.5898,2.9998,0.1838,5.2181,0.1304,0.2085,4.8067,0.0391,0.018,0.0241,0.0117,5.4321,0.0024,19.3512,0.0249,0.0103
